item_number,component_id,component_name,component_type
8003621,8802984,"Matcha Creme Frappuccino Blended, Starbucks [Inventory]",PACKAGED
8003743,8803069,"Avocado Spread, Starbucks [Inventory]",PACKAGED
8003888,8803220,"Baked Clams, Alanza [Kit]",PACKAGED
8004592,8803402,"Irish Cream Cold Brew, Starbucks [Inventory]",PACKAGED
8005236,8804623,"Seaweed, Hangiri, Hand Roll Nori (Buyout) [Retail Pack] 3.0",PACKAGED
8005236,8800032,"Avocado, Hass [Bag, 10 EA Ziploc]",PACKAGED
8005236,8804643,"Fish,Yellowtail,[Sliced,2.75""] [Paper, 6PC] [Ziploc, 7EA] FZN [Pack, 5x] 3.0",PACKAGED
8005236,8804628,Wasabi Paste for Garnish [Container/16] 3.0,PACKAGED
8005236,8804344,"Ginger, Pickled [Container/32] 3.0",PACKAGED
8005236,8804693,Micro Cilantro [Retail Pack] 3.0,PACKAGED
8005236,8804709,"Pepper, Serrano, [Diced,Small,1/4""] [Container/8] 3.0",PACKAGED
8005236,8804828,Yuzu Soy Sauce [Sqz Btl 8/W] 3.0,PACKAGED
8005236,8804622,"Preformed Maki Sushi Rice (Sushi Nichi) [Pouch, 6PC] 3.0",PACKAGED
8005400,8803379,"Veal Parmigiana, Alanza [Kit]",PACKAGED
8005400,8800975,"Cheese, Parmesan, Grated, Grande [Container/32] TO DORMANT",PACKAGED
8005400,8800728,"Marinara [Pouch, 250g]",PACKAGED
8005400,8800078,"Oil, Extra Virgin Olive [Sqz Btl] 8/W",PACKAGED
8005895,8804240,"Cucumber, English,[Sliced,1/8""; Halved,Lengthwise] [Container/32] 3.0",PACKAGED
8005895,8804225,"Peanut Dressing [Jug, Quart] 3.0",PACKAGED
8005895,8804312,"Cilantro, Cleaned, [Picked,Leaves] [Container/16] 3.0",PACKAGED
8005895,8804241,"Cabbage, Red,[Sliced on Slicer,#3] [Container/32] 3.0",PACKAGED
8005895,8804238,"Carrot, Large, [Shredded,1/8""] [Pack,10oz] 3.0",PACKAGED
8005895,8804201,"Tomato, Grape, Red [Container/32] 3.0",PACKAGED
8005895,8804430,Fried Marinated Tofu (Royal Greens) [Container/32] 3.0,PACKAGED
8005895,8804254,Crispy Leaf Lettuce [Retail Pack],PACKAGED
8005895,8804244,"Mint, Fresh, [Picked,Leaves] [Container/16] 3.0",PACKAGED
8005895,8804208,Peanut & Crispy Shallot [Container/16],PACKAGED
8006917,8804312,"Cilantro, Cleaned, [Picked,Leaves] [Container/16] 3.0",PACKAGED
8006917,8804153,"Onion, Red, Peeled, [Sliced on Slicer,#3] [Container/16] 3.0",PACKAGED
8006917,8804414,"Butter Chicken [Pouch, 525] 3.0",PACKAGED
8008926,8804240,"Cucumber, English,[Sliced,1/8""; Halved,Lengthwise] [Container/32] 3.0",PACKAGED
8008926,8804611,"Fish, Tuna, Diced 1.5cm, Frozen [Bag, 480g Ziploc] FZN 3.0",PACKAGED
8008926,8804191,"Edamame, Shelled [Container/32] 3.0",PACKAGED
8008926,8804341,"Onion, Scallion,[Sliced,1/8""] [Container/16] 3.0",PACKAGED
8010414,8806476,"Cheese, Provolone, Sliced [Retail Pack]",PACKAGED
8010414,8806517,"Chili Pepper Aioli (WW) [Cup, 25g]",PACKAGED
8010414,8806477,"Braised Carnitas (Cooked) (Wonder Works) [Bag, 200g] TEST",PACKAGED
8010828,8806286,"Boneless Wings [Tin, 6 EA]",PACKAGED
8010828,8805053,"Tamarind Chutney [Cup, 25g] [PACK, 10x]",PACKAGED
8010838,8806286,"Boneless Wings [Tin, 6 EA]",PACKAGED
8011288,8806806,"Nashville Seasoning, Nu Spice [Pack, 4oz]",PACKAGED
8011208,8807373,Spicy Salmon Roll (Happy Tuna) [8 PC],PACKAGED
8000049,8800002,"Cheese, Pecorino Romano, Grated [Container/16]",PACKAGED
8000049,8800525,"Parsley, Flat-Leaf, Leaves [Container/8]",PACKAGED
8000049,8800086,Cavatelli with Hot Sausage [Kit],PACKAGED
8000203,8800396,Chicken Chili [Kit],PACKAGED
8000287,8802376,"Avocado, 2oz Pouch, Wholly [PACK, 10x]",PACKAGED
8000287,8800607,"Oil, Canola [Sqz Btl] 8/W",PACKAGED
8000287,8800140,Spicy Mayo (Fred's) [Sqz Btl] 8/R,PACKAGED
8000287,8800200,Blackened Tuna [Kit],PACKAGED
8000287,8801900,"Lettuce, Butter [Bag, Supreme, 20x]",PACKAGED
8000371,8800492,Sesame Crunchies [9-Pan],PACKAGED
8000371,8800495,Fruit & Grain Bowl [Kit],PACKAGED
8000371,8800494,"Mint, Leaves [9-Pan]",PACKAGED
8000371,8800468,"Salt, Sea, Flaked [Container/8]",PACKAGED
8000371,8800470,"Flowers, Micro [9-Pan]",PACKAGED
8000425,8800556,Beets & Burrata [Kit],PACKAGED
8000425,8800468,"Salt, Sea, Flaked [Container/8]",PACKAGED
8000425,8800554,Puffed Rice [9-Pan],PACKAGED
8001133,8801248,"Honey Lime Vinaigrette (Family Style) [Btl, 250g]",PACKAGED
8001133,8801333,Mexican Chopped Salad [Guest Bowl],PACKAGED
8001133,8802687,"Honey Lime Vinaigrette (Family Style) [Cup, 50g]",PACKAGED
8001369,8801504,"Ginger, Pickled [9-Pan]",PACKAGED
8001369,8801416,"Seed, Sesame, Toasted [Shaker]",PACKAGED
8001369,8803100,"Maki Sushi Rice (Nakazawa) [Bag, 4x]",PACKAGED
8001369,8801497,Vegetable Tempura Roll [Kit],PACKAGED
8001369,8801418,"Seaweed, Yakinori Aya, Whole [Box]",PACKAGED
8001369,8801403,"Wasabi, Grated [3-Pan]",PACKAGED
8001464,8802963,"Cheese, Feta, 3/4"" [Cup, 30g] [PACK, 3x]",PACKAGED
8001464,8802676,"Oil, Olive, Extra Virgin [Sqz Btl] 8/W",PACKAGED
8001464,8803470,"Spreads Accompaniments, Symon [Kit]",PACKAGED
8001464,8801563,Tzatziki [Guest],PACKAGED
8001464,8801514,"Olive Oil, EV, LAKONIA [Sqz Btl] 8/W [Dormant]",PACKAGED
8001464,8800866,"Black Pepper, Whole [Container/8]",PACKAGED
8001464,8802962,"Marinated Olives (Symon) [Cup, 30g] [PACK, 5x]",PACKAGED
8001597,8800977,"Basil, Fresh [Container/32]",PACKAGED
8001597,8800609,Water [Sqz Btl],PACKAGED
8001597,8801717,Manicotti [Kit],PACKAGED
8001597,8800975,"Cheese, Parmesan, Grated, Grande [Container/32] TO DORMANT",PACKAGED
8002884,8802680,"Garden Rice Bowl, Wonder READY [Guest]",PACKAGED
8004355,8800975,"Cheese, Parmesan, Grated, Grande [Container/32] TO DORMANT",PACKAGED
8004355,8801729,"Pizza Crust, 10"", Gluten-Free [Pack, 5x]",PACKAGED
8004355,8801714,Funghi Misti Pizza [Kit],PACKAGED
8004355,8803509,"Gluten-Free Funghi Misti Pizza, Mozza [Single]",PACKAGED
8004847,8806854,White Cheddar Mac & Cheese (Wonder Works) [Pack 36x],PACKAGED
8004847,8804250,"White Cheddar Mac & Cheese, Wonder Works [Pack 10x]",PACKAGED
8005185,8803548,"Pico de Gallo (FC Mexican) [Tin, 800g]",PACKAGED
8005185,8803683,Pico de Gallo (FC Mexican) [Container/32],PACKAGED
8005185,8803565,"Guacamole (FC Mexican) [Tin, 800g]",PACKAGED
8005185,8803614,"Salad, FC Mexican [Guest]",PACKAGED
8005185,8803566,"Cheese, Monterey Jack & Cheddar, Shredded [Tin, 400g]",PACKAGED
8005185,8803687,"Cheese, Monterey Jack & Cheddar, Fine Shredded (FC Mexican) [6-Pan] [do not use]",PACKAGED
8007378,8804579,Wasabi Mayo [Sqz Btl] 8/W 3.0,PACKAGED
8007378,8804633,"Chicken, Karaage [Tin, 100g] 3.0",PACKAGED
8007378,8804577,Sriracha Mayo [Sqz Btl] 8/W,PACKAGED
8007378,8804829,Aonori [Pack] 3.0,PACKAGED
8007887,8804312,"Cilantro, Cleaned, [Picked,Leaves] [Container/16] 3.0",PACKAGED
8007887,8805508,"Veg Raita Yogurt [Cup, 115g] [Pack, 3x]",PACKAGED
8008991,8807125,"Steamed Scallion Pancake [Bulk Tin, 4x] 2.0",PACKAGED
8008991,8805666,"Ginger Soy Dipping Sauce [Cup, 50g] [Pack, 22x]",PACKAGED
8008991,8805675,"Steamed Scallion Pancake [Bulk Tin, 4x]",PACKAGED
8008991,8804568,"Salt, Kosher, Diamond Crystal [Retail Box] 3.0",PACKAGED
8000042,8800002,"Cheese, Pecorino Romano, Grated [Container/16]",PACKAGED
8000042,8800288,Linguine with Meyer Lemon [Kit],PACKAGED
8000077,8803296,Meatballs (Fred's) [Pouch],PACKAGED
8000077,8800173,"Cheese for Meatball Parm, Fred's [Kit]",PACKAGED
8000077,8800147,"Bread, Cuban [PACK, 6x]",PACKAGED
8000099,8801324,"Chips, Tortilla [Guest]",PACKAGED
8000099,8801971,Lime Juice [Sqz Btl] 8/W,PACKAGED
8000099,8800863,"Salt, Kosher, Diamond Crystal [Container/8]",PACKAGED
8000099,8800032,"Avocado, Hass [Bag, 10 EA Ziploc]",PACKAGED
8000099,8800067,Guacamole (Barrio) [Kit],PACKAGED
8000221,8800314,Kids' Penne & Marinara [Kit],PACKAGED
8000228,8800304,Fennel & Celery Root Salad [Kit],PACKAGED
8000228,8800002,"Cheese, Pecorino Romano, Grated [Container/16]",PACKAGED
8000328,8804134,"Basil, Fresh, [Picked,Leaves] [Container/32] 3.0",PACKAGED
8000328,8804182,Pickled Red Onions (Buyout) [Container/32] 3.0,PACKAGED
8000328,8804193,"Parsley, Flat-Leaf,[Chopped,Fine] [Container/8]",PACKAGED
8000328,8804719,"Corn & Chorizo Salad, MM 3.0 [Kit]",PACKAGED
8000328,8800412,Corn & Chorizo Salad [Kit],PACKAGED
8000328,8806321,"Brown Butter Corn [Pouch,224g]",PACKAGED
8000328,8805740,Chorizo & Mushroom Blend [Container/8],PACKAGED
8000435,8800568,Chicken Congee [Kit],PACKAGED
8000435,8800066,Lime Juice (Fresh) [Sqz Btl] 8/W,PACKAGED
8000435,8800485,"Herb Mix, Botanica [6-Pan]",PACKAGED
8000435,8800566,Crispy Chicken Skin [9-Pan],PACKAGED
8000435,8800468,"Salt, Sea, Flaked [Container/8]",PACKAGED
8000435,8800567,"Chili Oil, Botanica [Sqz Btl] 8/W",PACKAGED
8000435,8800540,"Cilantro, Leaves [9-Pan]",PACKAGED
8000598,8800730,Beef Dumplings [Kit],PACKAGED
8000598,8800609,Water [Sqz Btl],PACKAGED
8000598,8800758,Herb Dip (TGC) [Sqz Btl] 8/R,PACKAGED
8000657,8800752,"Napa Cabbage, TGC [Kit]",PACKAGED
8000688,8800835,Thick Cut Bacon [Kit],PACKAGED
8000688,8800597,"Chive, Thin Sliced [Container/8]",PACKAGED
8000857,8800863,"Salt, Kosher, Diamond Crystal [Container/8]",PACKAGED
8000857,8801056,"Roasted Carrot (Maydan) [Pouch, 250g]",PACKAGED
8000857,8800597,"Chive, Thin Sliced [Container/8]",PACKAGED
8000857,8801058,"Carrots, Maydan [Kit] [Dormant]",PACKAGED
8000857,8800608,Lemon Juice [Sqz Btl] 8/W,PACKAGED
8000857,8802661,Harissa (Maydan) [Sqz Btl] 8/Y,PACKAGED
8000914,8801111,"Sumac, Ground [Cup, 0.5g] [PACK, 5x]",PACKAGED
8000914,8801109,"Hummus, Maydan [Guest]",PACKAGED
8000914,8801066,"Oil, Lebanese Olive [Sqz Btl] 8/W [Dormant]",PACKAGED
8000914,8802676,"Oil, Olive, Extra Virgin [Sqz Btl] 8/W",PACKAGED
8001027,8800597,"Chive, Thin Sliced [Container/8]",PACKAGED
8001027,8800866,"Black Pepper, Whole [Container/8]",PACKAGED
8001027,8800863,"Salt, Kosher, Diamond Crystal [Container/8]",PACKAGED
8001027,8800607,"Oil, Canola [Sqz Btl] 8/W",PACKAGED
8001027,8801399,"Roasted Asparagus, BF [Kit]",PACKAGED
8001027,8800895,"Lemon, Whole [1x] [Container/16]",PACKAGED
8001197,8800866,"Black Pepper, Whole [Container/8]",PACKAGED
8001197,8801285,"Green Goddess Dressing [Btl, 250g]",PACKAGED
8001197,8801311,Green Crunch Salad [Guest Bowl],PACKAGED
8001197,8801286,"Pecorino Crisps [Container, 20g]",PACKAGED
8001218,8801276,"Green Gems Sprouts, Family Style [Kit]",PACKAGED
8001218,8801277,"Glaze, Balsamic, Italian, Bel Aria [Sqz Btl]",PACKAGED
8001227,8801360,"Cauliflower Gratin, Tejas [Kit]",PACKAGED
8001252,8800609,Water [Sqz Btl],PACKAGED
8001252,8801353,"Turkey Breast, 1/4 lb [Kit]",PACKAGED
8001299,8801467,Smoked Edamame [Kit],PACKAGED
8001306,8800609,Water [Sqz Btl],PACKAGED
8001306,8801486,"Vegetable Dumplings, Nakazawa [Kit]",PACKAGED
8001370,8801415,"Cucumber, English, 1/2""x4"" Stick [9-Pan]",PACKAGED
8001370,8801427,Eel Cucumber Avocado Roll [Kit],PACKAGED
8001370,8800032,"Avocado, Hass [Bag, 10 EA Ziploc]",PACKAGED
8001370,8803100,"Maki Sushi Rice (Nakazawa) [Bag, 4x]",PACKAGED
8001370,8801416,"Seed, Sesame, Toasted [Shaker]",PACKAGED
8001370,8801503,Eel Sauce [Sqz Btl] 8/Y,PACKAGED
8001370,8801504,"Ginger, Pickled [9-Pan]",PACKAGED
8001370,8801403,"Wasabi, Grated [3-Pan]",PACKAGED
8001370,8801418,"Seaweed, Yakinori Aya, Whole [Box]",PACKAGED
8001392,8801401,Shiso Leaf [9-Pan],PACKAGED
8001392,8801403,"Wasabi, Grated [3-Pan]",PACKAGED
8001392,8801411,"Scallop, Medium [PACK]",PACKAGED
8001392,8801504,"Ginger, Pickled [9-Pan]",PACKAGED
8001392,8801402,"Radish, Daikon, Spiralized [9-Pan]",PACKAGED
8001509,8801586,"Chicken Enchiladas, Mullen [Kit]",PACKAGED
8001706,8801815,Peri Peri Cauliflower [Kit],PACKAGED
8001729,8801822,Smoked Trout Dip [Kit],PACKAGED
8001822,8800070,"Lime, Wedge [Container/32]",PACKAGED
8001822,8802175,"Lime, Wedge, Buyout [Container/32]",PACKAGED
8001822,8802213,"Salsa - Verde (Barrio) [Cup, 40g] [PACK, 15x]",PACKAGED
8001822,8801952,Cheese Quesadilla [Kit],PACKAGED
8001822,8803117,"Salsa - Verde (Barrio) [Cup, 40g] [PACK, 8x]",PACKAGED
8001869,8801993,"Little Gem Salad, Symon [Guest]",PACKAGED
8001913,8802023,"Brussels Sprouts, Mullen [Kit]",PACKAGED
8001913,8800977,"Basil, Fresh [Container/32]",PACKAGED
8002890,8802678,"Chimichurri Salmon, Wonder READY [Guest]",PACKAGED
8002890,8802690,"Chimichurri (MM) [Cup, 50]",PACKAGED
8003159,8802716,"Jajukh, Lahmajun (X) [Inventory]",PACKAGED
8003168,8802725,"Green Salad, Lahmajun (X) [Inventory]",PACKAGED
8003171,8802728,"Orange Blossom Lemonade, Lahmajun (X) [Inventory]",PACKAGED
8003186,8801324,"Chips, Tortilla [Guest]",PACKAGED
8003186,8800863,"Salt, Kosher, Diamond Crystal [Container/8]",PACKAGED
8003186,8802831,"Guacamole, Border Grill [Container]",PACKAGED
8003186,8801234,Guacamole (Family Style) [Container],PACKAGED
8003186,8802751,"Pico de Gallo (Border Grill) [Cup, 80g] [PACK, 3x]",PACKAGED
8003186,8800032,"Avocado, Hass [Bag, 10 EA Ziploc]",PACKAGED
8003186,8803079,"Guacamole Base (Border Grill) [Cup, 40g] [PACK, 5x]",PACKAGED
8003186,8801971,Lime Juice [Sqz Btl] 8/W,PACKAGED
8003523,8803339,"Squid & Broth for Fideua (Jose Andres) [Bag, Supreme]",PACKAGED
8003523,8803323,"Oil, Olive, Extra Virgin, Hojiblanca [Cup, 4g] [PACK, 3x]",PACKAGED
8003523,8803340,"Fideua, Jose Andres [Kit]",PACKAGED
8003523,8803341,"Parsley, Flat-Leaf, Chopped [Cup, 1g] [PACK, 3x]",PACKAGED
8003640,8802987,"White Chocolate Mocha Frappuccino Blended, SBX [Inventory]",PACKAGED
8003679,8802955,"Chocolate Chip Cookie, Starbucks [Inventory]",PACKAGED
8003737,8803065,"Iced White Chocolate Mocha, Starbucks [Inventory]",PACKAGED
8003885,8800975,"Cheese, Parmesan, Grated, Grande [Container/32] TO DORMANT",PACKAGED
8003885,8803257,"Eggplant Rollatini (Alanza) [Pouch, Tin]",PACKAGED
8003885,8800078,"Oil, Extra Virgin Olive [Sqz Btl] 8/W",PACKAGED
8003885,8800728,"Marinara [Pouch, 250g]",PACKAGED
8003885,8803217,"Eggplant Rollatini, Alanza [Kit] [Dormant]",PACKAGED
8004154,8803110,"Iced Pumpkin Spice Latte, Starbucks [Inventory]",PACKAGED
8004599,8803420,"Caramel Brulee Creme, Starbucks [Inventory]",PACKAGED
8005174,8803601,"Gigantes Bean Cassoulet (Alanza Pizza) [Pouch, 266g]",PACKAGED
8005393,8803289,"Eggplant Parmigiana (Alanza) [Pouch, Tin]",PACKAGED
8005393,8800975,"Cheese, Parmesan, Grated, Grande [Container/32] TO DORMANT",PACKAGED
8005393,8800728,"Marinara [Pouch, 250g]",PACKAGED
8005393,8800078,"Oil, Extra Virgin Olive [Sqz Btl] 8/W",PACKAGED
8005404,8800213,Enchilada Chicken & Cheese [Pouch],PACKAGED
8005404,8800221,Enchilada - Pollo en Mole [Kit],PACKAGED
8005404,8801179,"Cilantro, Sprig [Container/16]",PACKAGED
8006071,8804030,"Beef Souvlaki [Pouch, 165g]",PACKAGED
8006071,8804026,"Bread, Naan (Souvlaki ""Pita"") [Pack, 8x] 3.0",PACKAGED
8006071,8804006,Tzatziki Prep (Wonder Basics) [Container/32] 3.0,PACKAGED
8006071,8804007,Souvlaki Sauce (Symon) [Sqz Btl] 8/W 3.0,PACKAGED
8006071,8804593,"Lettuce, Romaine [Sliced,1/4""] [Container/32] 3.0",PACKAGED
8006071,8806576,Yogurt Souvlaki Sauce (Symon) [Sqz Btl] 8/W,PACKAGED
8006071,8804409,"Lettuce, Romaine, [Sliced,1/8""] [Bag, 50g] [Pack 20x] 3.0",PACKAGED
8006071,8804005,Souvlaki Veg (Symon) [Container/32] 3.0,PACKAGED
8006071,8807239,"Romaine, Pre-washed, 1/4"" Sliced [Pack, 2LB Retail]",PACKAGED
8006071,8804003,"Lettuce, Romaine, 1/8"" Chiffonade [Bag, 50] [Pack 20x] 3.0",PACKAGED
8006071,8807215,"Yogurt Souvlaki Sauce, Co-Man [Pack, 2LB]",PACKAGED
8006348,8804742,"Capers, Nonpareil, [Container/16] 3.0",PACKAGED
8006348,8806660,Herbed Salsa Verde (Blended) [Container/16],PACKAGED
8006348,8807423,"Chicken, Half Bone-In, [Pack, 19oz]",PACKAGED
8006348,8805598,"Roasted Half Chicken [Pouch, 500g]",PACKAGED
8006348,8806676,"Capers, Nonpareil [Pack, 2LB Retail]",PACKAGED
8006348,8805764,"Herbed Salsa Verde [Cup, 50g] [Pack, 5x]",PACKAGED
8006672,8804148,"Falafel Burger, Fred's 3.0 [Kit]",PACKAGED
8006672,8804147,"Lettuce, Green Leaf, [Cored], [Leaves,Picked; Ascorbic Washed] [Bag, 150g] [Pack]",PACKAGED
8006672,8804122,"Tomato, Beefsteak, Red, [Sliced on Slicer,#6] [Container/16] 3.0",PACKAGED
8006672,8804117,Coleslaw (Fred's) [Container/16] 3.0,PACKAGED
8006672,8804120,Garlic Aioli [Sqz Btl] 8/W 3.0,PACKAGED
8007027,8801065,Labneh [Guest],PACKAGED
8007027,8804025,"Oil, Olive, Extra Virgin, Hojiblanca [Sqz Btl] 8/W 3.0",PACKAGED
8007027,8804968,"Oil, Olive, Extra Virgin [5 L]",PACKAGED
8007183,8804553,Mushrooms (Setas) & Garlic Confit [Tin] 3.0,PACKAGED
8007183,8804491,"Pan de Cristal Prep (Jose Andres) [Bag, 30 PC Ziploc] [Pack 1x] 3.0",PACKAGED
8007183,8806084,"Bread, Global Crostini [Bag, 24 PC Ziploc] [Pack 1x]",PACKAGED
8007183,8804494,White Wine Lemon Dressing (Jose Andres) [Sqz Btl 8/Y] 3.0,PACKAGED
8007183,8805826,"Mushrooms & Garlic [Bag, 93g] [Pack, 4x]",PACKAGED
8007183,8805884,Sherry White Wine Dressing [Sqz Btl 8/Y],PACKAGED
8007183,8805765,Mojo Verde (Jose Andres) [Sqz Btl],PACKAGED
8007183,8807216,"Dressing, Roasted Garlic Red Wine Vinaigrette (buyout) [Pack, 1Gal Retail]",PACKAGED
8007183,8804558,Mojo Verde (Jose Andres) [Container/8] 3.0,PACKAGED
8007183,8805300,"Mushrooms & Garlic [Bag, 186g] [Pack, 2x]",PACKAGED
8007217,8804622,"Preformed Maki Sushi Rice (Sushi Nichi) [Pouch, 6PC] 3.0",PACKAGED
8007217,8804628,Wasabi Paste for Garnish [Container/16] 3.0,PACKAGED
8007217,8804623,"Seaweed, Hangiri, Hand Roll Nori (Buyout) [Retail Pack] 3.0",PACKAGED
8007217,8800032,"Avocado, Hass [Bag, 10 EA Ziploc]",PACKAGED
8007217,8804344,"Ginger, Pickled [Container/32] 3.0",PACKAGED
8007881,8805486,Chai Pani Slaw Dressing [Sqz Btl 8/W],PACKAGED
8007881,8805813,"Chai Pani Slaw [Bag, 50g] [Pack, 4x]",PACKAGED
8007881,8805497,Tandoori Paneer Roll [Bulk Tin],PACKAGED
8007881,8804153,"Onion, Red, Peeled, [Sliced on Slicer,#3] [Container/16] 3.0",PACKAGED
8007881,8804312,"Cilantro, Cleaned, [Picked,Leaves] [Container/16] 3.0",PACKAGED
8007881,8804417,"Naan Prep (Chai Pani) [Bag, 4PC Ziploc] 3.0",PACKAGED
8007881,8805518,Naan Plain Mogul Express [PACK],PACKAGED
8008542,8804416,"Lemon,[Wedged,1/6] [Container/16] 3.0",PACKAGED
8008542,8805188,"Garlic Confit Topping Prep (MM Steakhouse) [Cup, 40g] [Pack, 5x]",PACKAGED
8008542,8805176,"Escarole & Artichoke Prep (MM Steakhouse) [Tin, 250g]",PACKAGED
8008680,8805319,"10"" Cheese Pizza, PFG [PACK, 10x]",PACKAGED
8008925,8804254,Crispy Leaf Lettuce [Retail Pack],PACKAGED
8008925,8804349,"Furikake, Buyout [Container/16] 3.0",PACKAGED
8008925,8804341,"Onion, Scallion,[Sliced,1/8""] [Container/16] 3.0",PACKAGED
8008925,8804261,"Radish, Cello,[Sliced,1/8""] [Container/32] 3.0",PACKAGED
8008925,8804240,"Cucumber, English,[Sliced,1/8""; Halved,Lengthwise] [Container/32] 3.0",PACKAGED
8008925,8804339,"Seaweed Salad, Buyout [Container/32]",PACKAGED
8008925,8804238,"Carrot, Large, [Shredded,1/8""] [Pack,10oz] 3.0",PACKAGED
8008925,8804344,"Ginger, Pickled [Container/32] 3.0",PACKAGED
8008925,8804222,"Royal Miso Dressing [Jug, Quart] 3.0",PACKAGED
8008925,8804614,"Fish, Salmon, Diced 1.5cm, Fresh [Bag, 480g Ziploc] FZN [Pack 6x] 3.0",PACKAGED
8008925,8805530,"Karai Mayo (Sushi Nichi) [Cup, 25g] [Pack, 10x]",PACKAGED
8008925,8804191,"Edamame, Shelled [Container/32] 3.0",PACKAGED
8009004,8805658,"Lo Mein Base [Tin, 415g]",PACKAGED
8009004,8805641,"Steamed Broccoli [Bag, 115g] [Pack, 10x]",PACKAGED
8009004,8805659,"Lo Mein Sauce [Pouch, 90g]",PACKAGED
8009004,8806657,"Roasted Broccoli [Bag, 120g][Pack, 10x]",PACKAGED
8010030,8804341,"Onion, Scallion,[Sliced,1/8""] [Container/16] 3.0",PACKAGED
8010030,8804615,"Fish, Salmon, Diced 1.5cm, [Bag, 480g Ziploc] FZN 3.0",PACKAGED
8010030,8804261,"Radish, Cello,[Sliced,1/8""] [Container/32] 3.0",PACKAGED
8010030,8804611,"Fish, Tuna, Diced 1.5cm, Frozen [Bag, 480g Ziploc] FZN 3.0",PACKAGED
8010030,8804344,"Ginger, Pickled [Container/32] 3.0",PACKAGED
8010030,8804346,Poke Marinade [Container/32] 3.0,PACKAGED
8010030,8804238,"Carrot, Large, [Shredded,1/8""] [Pack,10oz] 3.0",PACKAGED
8010030,8800032,"Avocado, Hass [Bag, 10 EA Ziploc]",PACKAGED
8010030,8804577,Sriracha Mayo [Sqz Btl] 8/W,PACKAGED
8010030,8804191,"Edamame, Shelled [Container/32] 3.0",PACKAGED
8010030,8804339,"Seaweed Salad, Buyout [Container/32]",PACKAGED
8010030,8804601,Salted Persian Cucumber (Wonder Basics) [Container/32] 3.0,PACKAGED
8010030,8804349,"Furikake, Buyout [Container/16] 3.0",PACKAGED
8008135,8805179,Roasted Garlic Puree [Sqz Btl] 8/w,PACKAGED
8008135,8806084,"Bread, Global Crostini [Bag, 24 PC Ziploc] [Pack 1x]",PACKAGED
8008135,8804134,"Basil, Fresh, [Picked,Leaves] [Container/32] 3.0",PACKAGED
8008135,8804139,"Cheese, Parmesan, Grated, Grande [Container/32] 3.0",PACKAGED
8008135,8804507,"Bread (Pan con Tomate), Jose Andres [Kit] 3.0",PACKAGED
8008135,8804556,Tomate Fresco (Jose Andres) [Container/8] 3.0,PACKAGED
8009678,8806829,"Pineapple Fried Rice, Sri [Kit] 2",PACKAGED
8009678,8807122,"Blanched Sliced Chicken 3.0 [Bag, 150g] [Pack, 3x]",PACKAGED
8009678,8806101,"Nuts, Cashew, Whole, Roasted, Unsalted [Container/16]",PACKAGED
8009678,8807329,"Tomato, Grape (Pint) [Single]",PACKAGED
8009678,8804341,"Onion, Scallion,[Sliced,1/8""] [Container/16] 3.0",PACKAGED
8009678,8806072,"Pineapple Fried Rice, Sri [Kit]",PACKAGED
8009678,8807398,"Onion, Green Chopped 1/8"" (Buyout) [Pack, 2LB Retail]",PACKAGED
8009678,8806078,"Blanched Sliced Chicken 2.0 [Bag, 150g] [Pack, 3x]",PACKAGED
8009678,8804201,"Tomato, Grape, Red [Container/32] 3.0",PACKAGED
8009957,8806305,"Unsalted Butter Puck, Frozen .5oz [Container/16]",PACKAGED
8009957,8805753,"Boiled Tortiglioni (Wonder Basics) [Bag, 110g] [Pack, 3x]",PACKAGED
8009957,8806433,Unsalted Butter Coins [Container/16],PACKAGED
8009957,8804568,"Salt, Kosher, Diamond Crystal [Retail Box] 3.0",PACKAGED
8009957,8804139,"Cheese, Parmesan, Grated, Grande [Container/32] 3.0",PACKAGED
8010448,8806265,Tortilla Chips 4oz Buyout (Singles) [Retail],PACKAGED
8010448,8805757,"Queso Blanco [Pouch, 450g]",PACKAGED
8010448,8807213,"Sauce, Queso Blanco [Pouch, 225g]",PACKAGED
8000191,8801044,"Rosemary Breadcrumbs [Cup, 18g] [PACK, 6x]",PACKAGED
8000191,8800371,"Mac & Cheese Prep [Pouch, 413g]",PACKAGED
8000782,8800597,"Chive, Thin Sliced [Container/8]",PACKAGED
8000782,8800850,"Mushrooms (Mashed Potatoes), BF [Kit]",PACKAGED
8000782,8800910,"Mashed Potato Prep (BF) [Pouch, 285g]",PACKAGED
8000782,8800914,"Oil, White Truffle [Cup, 1.5g] [PACK, 10x]",PACKAGED
8000861,8800863,"Salt, Kosher, Diamond Crystal [Container/8]",PACKAGED
8000861,8801060,"Brussels Sprouts, Maydan [Kit]",PACKAGED
8000861,8801066,"Oil, Lebanese Olive [Sqz Btl] 8/W [Dormant]",PACKAGED
8002186,8802525,"Creamed Corn Garnish (Family Style) [Cup] [PACK, 3x]",PACKAGED
8002186,8802500,"Creamed Corn, Family Style [Guest]",PACKAGED
8003899,8800009,"Parsley, Flat-Leaf, Chopped [Container/8]",PACKAGED
8003899,8804968,"Oil, Olive, Extra Virgin [5 L]",PACKAGED
8003899,8804193,"Parsley, Flat-Leaf,[Chopped,Fine] [Container/8]",PACKAGED
8003899,8804139,"Cheese, Parmesan, Grated, Grande [Container/32] 3.0",PACKAGED
